project Management: Chapter 10. Environmental Regulation... | Management,"Chapter 10. Environmental Regulation and Sustainability.Chapter 11. Contracts and Sales: Introduction, Formation, and Consumer Protection.Initial Postings: Read and reflect on the assigned readings for the week. Then post what you thought was the most important concept(s), method(s), term(s), and/or any other thing that you felt was worthy of your understanding in each assigned textbook chapter.Your initial post should be based upon the assigned reading for the week, so the textbook should be a source listed in your reference section and cited within the body of the text. Other sources are not required but feel free to use them if they aid in your discussion.Also, provide a graduate-level response to each of the following questions:

California passes regulations that address pesticides.  These regulations are much stricter on the use and production of pesticides than the federal regulations.  Is this permissible under current law?  What if California’s regulations are much less strict than the federal regulations?
Discuss the required elements of a valid contract analyzing when an agreement rises tothe level of a legally enforceable contract and when it does not.

[Your post must be substantive and demonstrate insight gained from the course material. Postings must be in the student's own words - do not provide quotes!] [Your initial post should be at least 450+ words and in APA format (including Times New Roman with font size 12 and double spaced). Post the actual body of your paper in the discussion thread then attach a Word version of the paper for APA review]",,,,Management,Pro,https://www.sweetstudy.com/questions/project-management-20888851
Public health:  | English,,extracredit.docx,extracredit.docx,"extracredit.docx
Extra Credit Assignment (60 points)



PH 528



Introduction: The Mississippi State Legislature was in session in 2024, and the legislative session moved quite quickly, with several bills introduced. These bills were then assigned to committees and are now at various stages- some are waiting to be debated and voted on in the chamber they were introduced, and others have been already been passed in one chamber and sent to the other chamber for a vote.
        



Directions:
            

1. Review the bills that were assigned to either the 
            Senate Public Health and Welfare Committee (
            https://billstatus.ls.state.ms.us/2025/pdf/senate_cmtes/ph.xml)
        
2. or the 
            House Public Health and Human Services Committee (
            https://billstatus.ls.state.ms.us/2025/pdf/house_cmtes/ph.xml).
        
3. Select a bill that interests you and review the full text of the bill as well as the history of actions (where it is in the legislative process). 
            
The selected bill must be different from the bill you chose for your first assignment in this course. Selecting the same bill seen in your previous assignment will result in a zero grade.



4. Write a letter to your state (not federal) representative or senator (whoever is going to vote on the bill next) either in support of or in opposition to the bill. You can find your legislators 
            here. You may use Oxford, MS as your location if you are not from Mississippi.
        



Letter Format:
            

· Your draft 
            
must
 fill at least 
            
2 pages
. 
        
· Single-spaced, one-inch margins
· 12 pt. Times New Roman font
· 
            Business letter format




Your letter must address the following:
            

· Introduce yourself, the bill you are referencing, and the stance you support
· Clearly explain why they should support your view
· Potential benefits if the policymaker supports your view
· Potential consequences if the policymaker does not support your view
· Elaborate on facts 
            
and
 personal narratives that support what you are asking. Ensure that both are well weaved in together to make a strong stance on the subject matter 
        
· Include references if appropriate
· Ask for a reply and thank them for their time and attention 
· Be polite, professional, and positive
· Sample letters 
            here (your letter should be longer and very detailed)
        


Due Date: Upload your letter to Blackboard as a .doc or .docx file by 
            11:59 PM on Friday, 3/7.",English,English|Public health,https://www.sweetstudy.com/questions/public-health-20888855
see below: follow instructions please | Psychology,follow instructions please,Topic_Week3_Discussion.pdf|Week3_LearningResources_Cross-CulturalPsychology-Spring2025.pdf,Topic_Week3_Discussion.pdf|Week3_LearningResources_Cross-CulturalPsychology-Spring2025.pdf,"Topic_Week3_Discussion.pdf
You must post before seeing replies. Edit history will be available to instructors.

Due Mar 12 60 points

Search entries or author...

All Sort View Split Screen

(https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/1920x938/GettyLicense_115192782.jpg)

Back to Week at a Glance
(https://waldenu.instructure.com/courses/155407/modules/items/618408

Emotion has been debated, analyzed, and researched across disciplines. Emotions are universal
phenomena for humans, and yet culture is very much at play in the emotional world. The norms of
culture and society affect how emotions are experienced. Consequently, different cultures express,
perceive, react to, and regulate emotion in very different ways.

Consider the emotion embarrassment. Across the globe, there are physiological responses associated
with embarrassment, such as elevated body temperature and blushing, that are common to all
humans (Shiraev & Levy, 2021). The verbal and non-verbal expression of embarrassment, however,
and even the precipitating events that can cause embarrassment, differ among cultures.

For this Assignment, you will consider emotional response to an event through a cross-cultural lens.
You will be asked to consider what your own emotional response, influenced by your cultural
background, would be, as well as consider a potential emotional response from someone from a
different cultural background.

CULTURE, EMOTION, AND EXPRESSION


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/1920x938/GettyLicense_115192782.jpg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/1920x938/GettyLicense_115192782.jpg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/1920x938/GettyLicense_115192782.jpg


https://waldenu.instructure.com/courses/155407/modules/items/6184082


https://waldenu.instructure.com/courses/155407/modules/items/6184082




Review the Learning Resources for this week related to emotion across cultures.
Select one of the following events that you believe would cause you to have a strong emotional
response:

1. Graduation

(https://cdn-
media.waldenu.edu/2dett4d/Walden/Canvas/Adobe/OrigImage-
LgRendition/AdobeStock_315974797.jpeg)

2. Hearing of a Natural Disaster

(https://cdn-
media.waldenu.edu/2dett4d/Walden/Canvas
LgRendition/AdobeStockLicense_89931632.j

3. Birth 4. Winning an Award or Being Recognized
at Work

RESOURCES

Be sure to review the Learning Resources before completing this activity.
Click the weekly resources link to access the resources. 

WEEKLY RESOURCES (https://waldenu.instructure.com/courses/155407/modules/items/6184085)

TO PREPARE:


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Adobe/OrigImage-LgRendition/AdobeStock_315974797.jpeg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Adobe/OrigImage-LgRendition/AdobeStock_315974797.jpeg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Adobe/OrigImage-LgRendition/AdobeStock_315974797.jpeg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Adobe/OrigImage-LgRendition/AdobeStock_315974797.jpeg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Adobe/OrigImage-LgRendition/AdobeStock_315974797.jpeg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Adobe/OrigImage-LgRendition/AdobeStockLicense_89931632.jpeg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Adobe/OrigImage-LgRendition/AdobeStockLicense_89931632.jpeg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Adobe/OrigImage-LgRendition/AdobeStockLicense_89931632.jpeg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Adobe/OrigImage-LgRendition/AdobeStockLicense_89931632.jpeg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Adobe/OrigImage-LgRendition/AdobeStockLicense_89931632.jpeg


https://waldenu.instructure.com/courses/155407/modules/items/6184085




(https://cdn-
media.waldenu.edu/2dett4d/Walden/Canvas/Getty/OrigImage-
LgRendition/GettyLicense_522005679.jpg)

(https://cdn-
media.waldenu.edu/2dett4d/Walden/Canvas
LgRendition/GettyLicense_74579986.jpg)



Think about your selected event and consider what might be your cultural response and what
might be a response from a person of another culture. 

Post a response to your selected emotional event based on the following:

What would your cultural emotional response be to the event?
What might be the cultural emotional response from someone from a different culture? Provide
an example.

*Remember, you are focusing on the emotional response rather than the behavior.

Support the responses within your assignment post with credited evidence from the assigned
learning resources (including sentence-level citations). Provide a reference list in APA Style for
resources you used in the post.

Note: For this Discussion, you are required to complete your initial post before you will
be able to view and respond to your colleagues' postings. Begin by clicking on
the Reply button to complete your initial post. Remember, once you click on Post Reply,

BY DAY 3


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/OrigImage-LgRendition/GettyLicense_522005679.jpg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/OrigImage-LgRendition/GettyLicense_522005679.jpg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/OrigImage-LgRendition/GettyLicense_522005679.jpg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/OrigImage-LgRendition/GettyLicense_522005679.jpg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/OrigImage-LgRendition/GettyLicense_522005679.jpg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/OrigImage-LgRendition/GettyLicense_74579986.jpg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/OrigImage-LgRendition/GettyLicense_74579986.jpg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/OrigImage-LgRendition/GettyLicense_74579986.jpg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/OrigImage-LgRendition/GettyLicense_74579986.jpg


https://cdn-media.waldenu.edu/2dett4d/Walden/Canvas/Getty/OrigImage-LgRendition/GettyLicense_74579986.jpg






you cannot delete or edit your own posts and you cannot post anonymously. Please
check your post carefully before clicking on Post Reply! 



Respond to at least one of your colleagues’ posts and provide any additional insight that you have
learned from this week’s Learning Resources.

Support the responses within your colleague reply with credited evidence from the assigned learning
resources (e.g., including sentence-level citations). Provide a reference list in APA Style for resources
you used in the post.

BY DAY 5

Reply

Week3_LearningResources_Cross-CulturalPsychology-Spring2025.pdf
LEARNING RESOURCES

Required Readings

Emotion Across Cultures

Shiraev, E. B., & Levy, D. A. (2024). Cross-cultural psychology: Critical thinking and
contemporary applications (8th ed.). Routledge/Taylor & Francis.

Chapter 6, “Emotion” (pp. 226–270)

Chapter 7, “Motivation and Behavior” (pp. 271–312)

Matsumoto, D. (1990). Cultural similarities and differences in display rules
(https://waldenu.instructure.com/courses/155407/files/12372808?wrap=1) 
(https://waldenu.instructure.com/courses/155407/files/12372808/download?download_frd=1)
. Motivation and Emotion, 14(3), 195–214. https://doi.org/10.1007/BF00995569

Writing Resources

Walden University Writing Center. (n.d.). APA style: Overview
(http://writingcenter.waldenu.edu/APA.htm) . http://writingcenter.waldenu.edu/APA.htm

Walden University Writing Center. (n.d.). Undergraduate writing: Assignment resources
(https://academicguides.waldenu.edu/writingcenter/undergraduate/assignments) .
https://academicguides.waldenu.edu/writingcenter/undergraduate/assignments

Walden University Writing Center. (n.d.). Walden Templates: General templates
(https://academicguides.waldenu.edu/writingcenter/templates/general) .
https://academicguides.waldenu.edu/writingcenter/templates/general

Note: As you review this webpage, you will find different types of Walden templates to help
guide you through your writing. For this course, you will focus on using the “Undergraduate
Paper with Advice APA 7” course template for undergraduate courses.

Required Media

Galef, J. (2016, June). Julia Galef: Why you think you’re right – even if you’re
wrong [Video]
(https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/trans
cript?language=en) .
https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/tra


https://waldenu.instructure.com/courses/155407/files/12372808?wrap=1


https://waldenu.instructure.com/courses/155407/files/12372808?wrap=1


https://waldenu.instructure.com/courses/155407/files/12372808/download?download_frd=1


https://waldenu.instructure.com/courses/155407/files/12372808/download?download_frd=1


https://waldenu.instructure.com/courses/155407/files/12372808/download?download_frd=1


http://writingcenter.waldenu.edu/APA.htm


http://writingcenter.waldenu.edu/APA.htm


http://writingcenter.waldenu.edu/APA.htm


http://writingcenter.waldenu.edu/APA.htm


https://academicguides.waldenu.edu/writingcenter/undergraduate/assignments


https://academicguides.waldenu.edu/writingcenter/undergraduate/assignments


https://academicguides.waldenu.edu/writingcenter/undergraduate/assignments


https://academicguides.waldenu.edu/writingcenter/undergraduate/assignments


https://academicguides.waldenu.edu/writingcenter/templates/general


https://academicguides.waldenu.edu/writingcenter/templates/general


https://academicguides.waldenu.edu/writingcenter/templates/general


https://academicguides.waldenu.edu/writingcenter/templates/general


https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/transcript?language=en


https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/transcript?language=en


https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/transcript?language=en


https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/transcript?language=en


https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/transcript?language=en


https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/transcript?language=en


https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/transcript?language=en


https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/transcript?language=en


https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/transcript?language=en


https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/transcript?language=en


https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/transcript?language=en


https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong/transcript?language=en






nscript?language=en
Note: This media program is approximately 11 minutes.

Optional Resources

Holt, M. (2016). Culture awareness in the workplace
(http://smallbusiness.chron.com/culture-awareness-workplace-737.html) . Chron.
http://smallbusiness.chron.com/culture-awareness-workplace-737.html

Passport to Trade 2.0. (2014). Cultural differences in business
(http://businessculture.org/business-culture/cultural-differences-in-business/) .
http://businessculture.org/business-culture/cultural-differences-in-business/

Gross, J. (2015). What motivates us at work? More than money [Video]
(http://ideas.ted.com/what-motivates-us-at-work-7-fascinating-studies-that-give-insights/) . TED.
http://ideas.ted.com/what-motivates-us-at-work-7-fascinating-studies-that-give-insights/

Swazey, K. (2013, October). Kelli Swazey: Life that doesn’t end with death [Video]
(https://www.ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death/transcript?
language=en) .
https://www.ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death/transcript?
language=en


http://smallbusiness.chron.com/culture-awareness-workplace-737.html


http://smallbusiness.chron.com/culture-awareness-workplace-737.html


http://smallbusiness.chron.com/culture-awareness-workplace-737.html


http://smallbusiness.chron.com/culture-awareness-workplace-737.html


http://businessculture.org/business-culture/cultural-differences-in-business/


http://businessculture.org/business-culture/cultural-differences-in-business/


http://businessculture.org/business-culture/cultural-differences-in-business/


http://businessculture.org/business-culture/cultural-differences-in-business/


http://ideas.ted.com/what-motivates-us-at-work-7-fascinating-studies-that-give-insights/


http://ideas.ted.com/what-motivates-us-at-work-7-fascinating-studies-that-give-insights/


http://ideas.ted.com/what-motivates-us-at-work-7-fascinating-studies-that-give-insights/


http://ideas.ted.com/what-motivates-us-at-work-7-fascinating-studies-that-give-insights/


https://www.ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death/transcript?language=en


https://www.ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death/transcript?language=en


https://www.ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death/transcript?language=en


https://www.ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death/transcript?language=en


https://www.ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death/transcript?language=en",Psychology,Psy,https://www.sweetstudy.com/questions/see-below-20888859
Public health:  | English,,finalexam.docx,finalexam.docx,"finalexam.docx
Policy Analysis #2 (250 points)
            


PH 528 Final Exam


Graduate Students Only



Introduction: State Representative Joey Hood (Mississippi District 35) is the chairman of the Mississippi State House of Representatives Medicaid Committee. In 2022, the House let a measure die without a vote that would have allowed pregnant women who already qualify for Medicaid to get healthcare for an additional 10 months after childbirth. This bill is again up for debate in 2025.
        

There is little debate to be had about the merits of expanding Medicaid in Mississippi. However, there are competing viewpoints as to whether the best option is to 
            fully expand Medicaid as allowed under the Affordable Care Act or to 
            expand particular benefits for unique populations (like the postpartum bill). Representative Hood has asked you to write a policy analysis on this issue.
        



Sections: Must be 5 pages minimum- section page amounts are suggestions
            

1. 
            Problem Identification (1 sentence)

a. 
            How should Medicaid be expanded in the state of Mississippi?


2. 
            Background (~1 page)

a. Informs the reader why this particular problem has been chosen for analysis

3. 
            Landscape (~3 pages)

a. Provides the overall context for the analysis, organized by key factors

4. 
            Options (~1.5 pages)

a. State the two options (fully expand Medicaid or only expand particular benefits for unique populations) and give the positive and negative aspects of each

5. 
            Recommendation (~0.5 pages)

a. Choose one of your options as your recommendation and state why it is favored over the other option



Policy Analysis Format:
            

· No title, heading, or title page needed- just begin with your problem question
· Bolded section titles
· 5 pages of content (minimum, can be more) + reference page(s)
· Double-spaced, one-inch margins, 12 pt. Times New Roman font
· Can include tables if that helps to organize your thoughts



Other Notes:
            

· Read and use Ch. 14 in your textbook, which outlines how to write a policy analysis
· 
            All information should include an in-text citation and a mention on your reference page, cited in APA style
        
· Can reference scholarly articles, news articles, and reputable government, health, or non-profit agencies
· Avoid direct quotations from references- paraphrase and cite
· 
            
Your policy analysis will be run through SafeAssign to check for plagiarism- a SafeAssign score of more than 20% will receive an automatic zero




Due Date: Submit through Blackboard as a .doc or .docx file by 
            11:59 PM on Friday 3/7.




Below are some articles that provide context to this issue. I recommend reading these before beginning your own research:

· 
            https://mississippitoday.org/2022/11/09/what-is-medicaid-expansion/

· 
            https://mississippitoday.org/2023/02/01/medicaid-expansion-bills-die/

· 
            https://mississippitoday.org/2023/02/27/joey-hood-postpartum-medicaid-extension/

· 
            https://mississippitoday.org/2022/11/10/medicaid-expansion-mississippi-studies/

· 
            https://mississippitoday.org/2023/01/18/medicaid-expansion-mississippi-poll/

· 
            https://mississippitoday.org/2022/11/15/medicaid-expansion-opposition-why/

· 
            https://mississippitoday.org/2021/09/14/mississippi-medicaid-expansion-costs/

· 
            https://mississippitoday.org/2022/03/09/mississippi-medicaid-expansion-cost-work/",English,English|Public health,https://www.sweetstudy.com/questions/public-health-20888861
obgyn conditionS:  | Nursing,,OBGYNCONDITIONS.docx|PATIENTSLOG.docx,OBGYNCONDITIONS.docx|PATIENTSLOG.docx,"OBGYNCONDITIONS.docx
CREATE A PATIENT LOG WITH THE FOLLOWING CONDITIONS, ALONG WITH PHARMACOLOGICAL TREATMENTS USED AND DIAGNOSTIC TESTS FOR EACH ONE OF THEM (USE THE OTHER DOCUMENT FOR REFERENCE TO FOLLOW)


Gynecological problems

· Endometriosis
· Uterine Fibroids
· Polycystic ovary syndrome
· Menstrual disorder
· Ovarian cysts
· Pelvic inflammatory disease
· Pelvic organ prolapse
· Abnormal uterine bleeding
· Urinary incontinence
· Cervical cancer
· Cervical dysplasia
· Menopause
· Pelvic Pain
· Vaginitis
· Infertility
· Sexually transmitted infection
· Urinary Tract Infections
· Vaginal infections
· Ectopic pregnancy
· Pelvic floor disorders
· Vaginal yeast infection
· Adenomyosis
· Amenorrhea
· Bartholin's cyst

PATIENTSLOG.docx
1. COPD Exacerbation: Levaquin 500mg 1 tab PO daily x 7days, Symbicort 
            160-4.5 MCG/ACT Inhalation Aerosol 2 puffs PO BID

2. LBP: Cyclobenzaprine 10mg PO QHS
3. New DM type II: Metformin 500mg PO BID 
4. HTN Med Refill: cont. Metoprolol Succinate 50mg PO daily 
5. Allergic rhinitis: Loratadine 10mg PO daily, Fluticasone 
            Propionate 50 MCG/ACT Nasal Suspension, 2 sprays each nostril QHS

6. Cervicalgia: Ibuprofen 800mg 1 tab PO BD
7. DM med refill: cont c
8. Pharyngitis: Amoxicillin 500mg 1 tab PO BID x 10days
9. Tooth Abscess: Augmentin 
            875-125 MG 1 tab PO BID x 10 days

10. UTI: Macrobid 100mg 1 tab PO BID x 7 days
11. Vaginitis: Fluconazole 200mg 1 tab PO single dose, Metrogel vaginal 0.75% 1 applicator via vaginal x 5 nights
12. H. Pylori: Clarithromycin 500mg 1 tab PO BID x 10days, Amoxicillin 500mg 1tab PO BID, Omeprazole 40mg 1 tab PO daily x 30 days


1. Anemia: Folic Acid 400mcg 1 tab PO daily
2. Otitis Media: Augmentin 875-125 MG 1 tab PO BID x 10 days
3. Hypothyroidism med refill: Levothyroxine 100mcg 1 tab PO daily 5am
4. Hyperlipidemia: Fenofibrate 60mg 1 tab PO daily QHS
5. Vit. D deficiency: 
            Ergocalciferol 1.25 MG (50000 UT) 1 cab PO weekly

6. Erectile Dysfunction: 
            Tadalafil 5 MG 1 tab PO daily

7. 
            DM neuropathy: gabapentin 300mg 1 tab PO QHS
        
8. Insomnia: Vistaril 50mg 1 tab PO QHS
9. Osteoporosis: Fosamax 70mg 1 tab PO weekly 30 minutes before the first food, beverage or medicine
10. Asthma med refill: Montelukast 10mg 1 tab PO daily
11. 
            HTN med refill: Losartan-Hctz 50-12.5mg 1 tab PO daily in AM
        
12. PVD med refill: Cilostazol 100mg 1 tab PO daily",Nursing,Solution,https://www.sweetstudy.com/questions/obgyn-conditions
help with history tst due immediately,attached,week8midt.docx,week8midt.docx,"week8midt.docx
WEEK 8 Midterm Exam


Instructions

You have two hours to take the exam once you begin--you cannot pause, once you begin the exam, you must finish it within two hours. There are no retakes or redos.
 
The exam is made up of short answer questions. Each question should be answered with a 3-5 sentence response. The material covered includes everything up to this point in the class.
1. What caused Southern Democrats to purge African-Americans from the voter registration rolls after the early 1890s?
2. Describe any of the recommendations Andrew Carnegie proposes to deal with the issue of wealth in his essay “The Gospel of Wealth.”
3. Name any two progressive era constitutional amendments and explain what they did.
4. BRIEFLY, DESCRIBE THE EXPLOITS OF CHIEF JOSEPH
5. How did the Pendleton Civil Service Reform Act change the way the Federal Civil Service was staffed? What event prompted the push for this legislation to be enacted?",History,History,https://www.sweetstudy.com/questions/help-with-history-tst-due-immediately
case study 8:   Complete Session 8 Case Study Case... | Statistics," 
Complete Session 8 Case Study Case 14.4 from the textbook (Continental Trucking).
Submit a Word document formatted in APA style complete with cover and reference pages.  The reference page must have at least one entry:  the textbook. 
The submission must be a form Research Report with the following parts:

Background information about the case:  The section must provide information about the people, places, operations, business, etc. and the research question or practical business challenges for which the current research will be used to provide a solution .  This section need not be long; up to two well written paragraphs are usually sufficient. 
Descriptive Statistics and Data illustration:  In this section, the submission must summarize how the data was obtained (see chapter 1 of the text). Graphs and charts illustrating the main features of the data are also required - please see chapter 2 of the textbook.   Finally, a table of descriptive statistics accompanied by  description and explanations of the main features of the data are also required.
Statistical Method:  This part of the submission must explain the main statistical method(s) used in the case.   What is the theory behind it? What are the working hypotheses (null and alternative, etc.), what main measures, statistics, or parameters etc.,  are to be estimated or calculated using the method; how does it measures or calculates these measures, statistics, or parameters?  Finally, this section must describe how the results of the statistical method are interpreted. That is, what is it about the results that would indicate that the working hypotheses or research questions are confirmed or rejected or perhaps need to be modified and tested again? 
Results:  The actual results of the statistical method applied to the data are now presented in this section.  The section requires the student to describe the results and their theoretical interpretation based on the description of the method described in the previous section.
Conclusion and Recommendation:  This section restates the statistical results and applies it to the business situation in the case.  It also makes practical recommendations about what steps the business in the case can take going forward based on the results of the statistical analysis.  The application and recommendation can take one or more of these general forms.
    
The statistical results of the data analysis provided an answer(s) to the issues that the business is facing.  As a result specific policies or practical steps can be implemented in the business. 
 The statistical results of the data analysis provided only partial answers.  More research and tests need to be done to come up with a more useful answers for the business situation.
The statistical results did not provide any useful information for the challenges that a business(s) is facing.  Recommendations for conducting new research with new approaches, data, variables, etc. may be required. 
Note:  there is always room for 'further research' since it is impossible for a single research case to answer every possible question. 



 

The textbook provides narratives, questions, or actual steps/questions for each case study.  While these are useful for conducting actual research, the submission must take the form of a research report and follow the above pattern.
Consistent with the emphasis of this course on interpretation, an edited version of the answer key for the case study has been provided here.  Students are required to use the information to enhance their understanding of the statistical methods and the results obtained.  
",Case14.4EditedAnswerKeyGuide.docx,link,,Statistics,Business|Math,https://www.sweetstudy.com/questions/case-study-8-20888873
one page:   Submit a NOT MORE THAN one page... | Statistics," 
Submit a NOT MORE THAN one page response to the following question.  Your submission must be a Microsoft Word or PDF file, formatted in APA style complete with Cover and Reference (with at least one entry - the textbook) pages. Your submission will be checked for plagiarism using Turnitin.  Evidence of plagiarism will at the minimum result in an automatic '0' for the assignment. Additional penalties may be levied.  Please also see SWU policies on Academic Honesty. 
All policies of the  Benson School of Business Writing Manual must be observed. 
15-62. Discuss what is meant by the least squares criterion as it pertains to multiple regression analysis. Is the least squares criterion any different for simple regression analysis? Discuss.",,,,Statistics,Business|Math,https://www.sweetstudy.com/questions/one-page-20888875
Nutrition needs through different stages of life ,"NOTE: If you use any references, data, statistics, information, or similar, you need to add the link or URL of your online source at the end of your work; if you know, you can list those sources in APA VII format.
 
As we age, and our bodies change, nutritional needs may change as well.
Respond to the following in a minimum of 175 words:

What do you think might occur if we do not shift our nutritional consumption to best support the stage of life that we are in? Use some examples to explain your thoughts.
",,,,Applied Sciences,Nutrition |Health,https://www.sweetstudy.com/questions/nutrition-needs-through-different-stages-of-life
Nursing HOMEWORK:  | Nursing,,WEEK2FamilyAssessment.docx,WEEK2FamilyAssessment.docx,"WEEK2FamilyAssessment.docx
Family Assessment

To prepare:

· Review this week’s Learning Resources and reflect on the insights they provide on family assessment. Be sure to review the resource on psychotherapy genograms.
· Download the Comprehensive Psychiatric Evaluation Note Template and review the requirements of the documentation. There is also an exemplar provided with detailed guidance and examples. 
· View the 
            Mother and Daughter: A Cultural Tale video in the Learning Resources and consider how you might assess the family in the case study.
        
Document the following for the family in the video, using the Comprehensive Evaluation Note Template: 
· Chief complaint
· History of present illness
· Past psychiatric history
· Substance use history
· Family psychiatric/substance use history
· Psychosocial history/Developmental history
· Medical history
· Review of systems (ROS)
· Physical assessment (if applicable)
· Mental status exam
· Differential diagnosis—Include a minimum of three differential diagnoses and include how you derived each diagnosis in accordance with 
            DSM-5-TR diagnostic criteria
        
· Case formulation and treatment plan
· Include a psychotherapy genogram for the family

Note: For any item you are unable to address from the video, explain how you would gather this information and why it is important for diagnosis and treatment planning.",Nursing,Solution,https://www.sweetstudy.com/questions/nursing-homework-20888879
Module 2 Discussion: Journal Reflection,"Module 2 Discussion: Journal Reflection on Teacher Advocacy
Harry and Ocasio-Stoutenberg make the case that parents of children with disabilities are naturally advocates for their children. CEC makes the case that Special Education teachers are expected to advocate for students with disabilities. Thus, teachers and parents of children with disabilities should be allies. 
Instructions: Choose two of the following prompts to reflect on in your discussion post. Each of your two prompt responses should be at least 175 words and incorporate some references to the readings (with citations).  

Chapter 1: What is Discrit? How do you feel about this way of thinking about disability and race? Do you see yourself drawing on Discrit in making sense of how disability is addressed in schools?
Chapter 2: What are your thoughts that special education teachers are expected to advocate for students?
Chapter 2: Draw on Harry and Ocasio-Stoutenburg explanation for the reason advocacy is needed and their hopes for what advocacy can accomplish, as well as the articles assigned this week, to describe what you think teacher advocacy might entail.
Chapter 2: How comfortable are you with an identity of, and responsibilities for, being an advocate?

Your initial discussion post is due on Thursday @11:59pm and your peer responses 
Remember… You can choose among multiple forms of expression in your response. For example, you may answer a journal prompt by posting a video response, an audio response, a voice-over PowerPoint or a written reflection. While some journal entries have a length (word count) requirement, you can still provide a video, audio, or voice-over response as long as it is roughly equivalent to the required length. 
",IMG_0932.jpeg|IMG_0931.jpeg|IMG_0944.jpeg|IMG_0938.jpeg|IMG_0937.jpeg|IMG_0940.jpeg|IMG_0942.jpeg|IMG_0939.jpeg|IMG_0941.jpeg|IMG_0943.jpeg|IMG_0934.jpeg|IMG_0936.jpeg|IMG_0933.jpeg|IMG_0935.jpeg,link|link|link|link|link|link|link|link|link|link|link|link|link|link,,Education,Solution,https://www.sweetstudy.com/questions/module-2-discussion-journal-reflection
PMHNP-WK9: Select a child/adolescent or adult... | Nursing,"Select a child/adolescent or adult patient from your clinical experience who presents with a significant concern. Create a focused SOAP note for this patient using the template in the Resources. When you submit your SOAP note, you should include the complete SOAP note as a You must submit your SOAP Note using Turnitin.

I will post the specific instructions for everything that should be covered in a direct chat with you.
",FocusedSOAP_Note_Exemplar.docx,link,,Nursing,Pmhnp|Important,https://www.sweetstudy.com/questions/pmhnp-wk9
